,Household level identifier,Target,=1 Overcrowding by bedrooms,=1 Overcrowding by rooms,=1 has toilet in the household,=1 if the household has refrigerator,=1 if predominant material on the outside wall is block or brick,"=1 if predominant material on the outside wall is socket (wood, zinc or absbesto",=1 if predominant material on the outside wall is prefabricated or cement,=1 if predominant material on the floor is cement,=1 if predominant material on the outside wall is waste material,=1 if predominant material on the outside wall is wood ,=1 if predominant material on the outside wall is zink,=1 if predominant material on the outside wall is natural fibers,=1 if predominant material on the outside wall is other,"=1 if predominant material on the floor is mosaic, ceramic, terrazo",=1 if predominant material on the floor is other,=1 if predominant material on the floor is  natural material,=1 if no floor at the household,=1 if predominant material on the floor is wood,=1 if predominant material on the roof is metal foil or zink,"=1 if predominant material on the roof is fiber cement, mezzanine ",=1 if predominant material on the roof is natural fibers,=1 if predominant material on the roof is other,=1 if the house has ceiling,=1 if water provision inside the dwelling,=1 if water provision outside the dwelling,=1 if no water provision,=1 no toilet in the dwelling,=1 toilet connected to sewer or cesspool,=1 toilet connected to  septic tank,=1 toilet connected to black hole or letrine,=1 toilet connected to other system,=1 no main source of energy used for cooking (no kitchen),=1 main source of energy used for cooking electricity,=1 main source of energy used for cooking gas,=1 main source of energy used for cooking wood charcoal,=1 if rubbish disposal mainly by tanker truck,=1 if rubbish disposal mainly by botan hollow or buried,=1 if rubbish disposal mainly by burning,=1 if rubbish disposal mainly by throwing in an unoccupied space,=1 if rubbish disposal mainly other,=1 own and fully paid house,"=1 own, paying in installments",=1 rented,=1 precarious,"=1 other(assigned, borrowed)",=1 if the household has notebook or desktop computer,=1 if the household has TV,=1 region Central,=1 region Chorotega,=1 region PacÃƒÂ­fico central,=1 region Brunca,=1 region Huetar AtlÃƒÂ¡ntica,=1 region Huetar Norte,=1 zona urbana,Monthly rent payment,Dependency rate,years of education of male head of household,years of education of female head of household,average years of education for adults (18+),# persons per room, number of all rooms in the house,Males younger than 12 years of age,Males 12 years of age and older,Total males in the household,Females younger than 12 years of age,Females 12 years of age and older,Total females in the household,persons younger than 12 years of age,persons 12 years of age and older,number of tablets household owns,TamViv,household size,Number of children 0 to 19 in household,Number of adults in household,# of individuals 65+ in the household,number of bedrooms,# of mobile phones,electricity,electricity-missing,walls,roof,floor,no_essentials,luxury,phones-per-capita,tablets-per-capita,rooms-per-capita,rent-per-capita,owns a tablet-min,owns a tablet-sum,owns a tablet-count,owns a tablet-std,owns a tablet-range_,=1 if disable person-min,=1 if disable person-max,=1 if disable person-sum,=1 if female-min,=1 if female-max,=1 if female-sum,=1 if female-std,=1 if female-range_,=1 if less than 10 years old-min,=1 if less than 10 years old-max,=1 if less than 10 years old-sum,=1 if free or coupled uunion-min,=1 if free or coupled uunion-max,=1 if free or coupled uunion-std,=1 if married-min,=1 if married-max,=1 if married-std,=1 if divorced-min,=1 if divorced-max,=1 if separated-min,=1 if separated-max,=1 if separated-sum,=1 if widow/er-min,=1 if widow/er-max,=1 if single-min,=1 if single-max,=1 if single-sum,=1 if single-std,=1 if household head-min,=1 if household head-max,=1 if household head-std,=1 if spouse/partner-min,=1 if spouse/partner-max,=1 if son/doughter-min,=1 if son/doughter-max,=1 if son/doughter-sum,=1 if stepson/doughter-min,=1 if stepson/doughter-max,=1 if stepson/doughter-sum,=1 if son/doughter in law-min,=1 if son/doughter in law-max,=1 if grandson/doughter-min,=1 if grandson/doughter-max,=1 if grandson/doughter-sum,=1 if mother/father-min,=1 if mother/father-max,=1 if father/mother in law-min,=1 if father/mother in law-max,=1 if brother/sister-min,=1 if brother/sister-max,=1 if brother/sister-sum,=1 if brother/sister in law-min,=1 if brother/sister in law-max,=1 if brother/sister in law-sum,=1 if other family member-min,=1 if other family member-max,=1 if other family member-sum,=1 if other non family member-min,=1 if other non family member-max,=1 if other non family member-sum,=1 if mobile phone-min,=1 if mobile phone-std,=1 if mobile phone-range_,years of schooling-min,years of schooling-max,years of schooling-sum,years of schooling-std,years of schooling-range_,Age in years-min,Age in years-max,Age in years-sum,Age in years-std,Age in years-range_,max_edu-max,max_edu-std,max_edu-range_,schooling/age-min,schooling/age-max,schooling/age-sum,schooling/age-std,schooling/age-range_
277,a382bbff2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,8.0,0.0,15.0,15.0,0.5,5,0,0,0,0,1,1,0,1,0.0,1,1,0,1,1,2,1,2.0,False,2,1,2,1,1,1.0,0.0,5.0,0.0,0,0,1,,0,0,0,0,1,1,1,,0,0,0,0,0,0,,0,0,,0,0,1,1,1,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,15,15,15,,0,68,68,68,,0,7,,0,0.22058823529411764,0.22058823529411764,0.22058823529411764,,0.0
278,d0c2026c3,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,2.0,9.0,0.0,7.5,1.5,4,1,1,2,2,2,4,3,3,0.0,6,6,4,2,0,4,3,2.0,False,2,2,2,2,1,0.5,0.0,0.6666666666666666,0.0,0,0,6,0.0,0,0,0,0,0,1,4,0.5163977794943223,1,0,1,2,0,1,0.5163977794943222,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0.408248290463863,0,1,0.408248290463863,0,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9,26,3.9327683210007005,9,1,37,104,14.624180888742682,36,3,1.378404875209022,3,0.0,0.5,1.1977886977886978,0.18840859737320545,0.5
279,b0edfcbec,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,285270.0,0.5,16.0,0.0,15.5,1.5,3,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,1,2,0.6666666666666666,0.0,1.0,95090.0,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,16,31,8.962886439832502,16,2,45,90,24.269322199023193,43,7,4.041451884327381,7,0.0,0.35555555555555557,0.7043927648578812,0.20336842095756189,0.35555555555555557
280,0d2895839,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,170000.0,0.33333334,0.0,6.0,8.0,2.0,4,0,2,2,1,1,2,1,3,0.0,4,4,1,3,0,2,4,2.0,False,2,1,1,1,1,1.0,0.0,1.0,42500.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0.0,0,1,9,25,3.774917217635375,8,9,33,99,10.90489186863706,24,3,0.9574271077563381,2,0.1111111111111111,0.34615384615384615,0.9235406170890041,0.10128752770073349,0.23504273504273504
281,822c39334,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,160000.0,0.5,8.0,0.0,9.5,1.5,3,1,1,2,0,1,1,1,2,0.0,3,3,1,2,0,2,2,2.0,False,2,2,2,1,1,0.6666666666666666,0.0,1.0,53333.333333333336,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,11,19,5.686240703077327,11,4,31,61,14.364307617610162,27,4,2.0816659994661326,4,0.0,0.4230769230769231,0.6811414392059554,0.21323714176626787,0.4230769230769231
282,ea0f0bfe7,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.66666669,0.0,6.0,6.0,2.5,5,1,1,2,1,2,3,2,3,0.0,5,5,2,3,0,2,0,2.0,False,1,1,1,2,1,0.0,0.0,1.0,0.0,0,0,5,0.0,0,0,0,0,0,1,3,0.5477225575051661,1,0,1,2,0,1,0.5477225575051661,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0.4472135954999579,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,6,18,3.286335345030997,6,2,56,107,21.90433747000808,54,2,1.0954451150103321,2,0.0,0.2727272727272727,0.6298701298701298,0.131351133441501,0.2727272727272727
283,103b36040,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.0,6.0,0.0,6.3333335,1.5,4,0,2,2,0,1,1,0,3,1.0,3,3,0,3,0,2,3,2.0,False,1,1,2,1,3,1.0,0.3333333333333333,1.3333333333333333,0.0,1,3,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,0,0,0,1,0.5773502691896258,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,5,8,19,1.5275252316519465,3,23,53,120,15.394804318340652,30,5,2.0816659994661326,4,0.11320754716981132,0.21739130434782608,0.5124170333358192,0.052957721333608515,0.10418375717801476
284,3be430e4c,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,85000.0,8.0,5.0,0.0,5.0,1.0,2,0,1,1,0,0,0,0,1,0.0,1,1,0,1,1,1,0,2.0,False,2,2,2,1,1,0.0,0.0,2.0,85000.0,0,0,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,5,5,,0,73,73,73,,0,1,,0,0.0684931506849315,0.0684931506849315,0.0684931506849315,,0.0
285,38633b9d7,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,104000.0,1.0,5.0,0.0,8.0,2.0,4,0,2,2,0,2,2,0,4,0.0,4,4,2,2,0,2,3,2.0,False,1,1,2,1,1,0.75,0.0,1.0,26000.0,0,0,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,0,0,0,1,0.5773502691896257,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,9,20,2.9439202887759492,7,12,63,135,23.41473894793619,51,3,1.0,2,0.047619047619047616,0.5,0.9603174603174602,0.21534862779706565,0.4523809523809524
286,63edd2d28,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,16.0,13.5,0.66666669,6,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,3,2,2.0,False,2,2,2,1,1,1.0,0.0,3.0,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,1,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,11,16,27,3.5355339059327378,5,61,66,127,3.5355339059327378,5,7,2.1213203435596424,3,0.18032786885245902,0.24242424242424243,0.4227521112767014,0.04390876683970117,0.06209637357178341
287,615188ceb,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,6.0,0.0,7.5,2.0,5,1,1,2,1,1,2,2,2,1.0,4,4,2,2,0,2,2,2.0,False,2,2,2,1,2,0.5,0.25,1.25,0.0,1,4,4,0.0,0,0,0,0,0,1,2,0.5773502691896257,1,0,1,2,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9,16,4.242640687119285,9,6,32,74,13.403979508588733,26,3,1.2909944487358056,3,0.0,0.32142857142857145,0.6339285714285714,0.13370517082028516,0.32142857142857145
288,7ea80dd5c,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,275000.0,1.0,0.0,7.0,7.0,1.0,3,1,0,1,0,1,1,1,1,1.0,2,2,1,1,0,2,1,2.0,False,2,2,2,1,3,0.5,0.5,1.5,137500.0,1,2,2,0.0,0,0,1,1,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,2,0.0,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,7,9,3.5355339059327378,5,10,34,44,16.97056274847714,24,3,1.4142135623730951,2,0.2,0.20588235294117646,0.40588235294117647,0.0041594516540385,0.00588235294117645
289,a7e9ff638,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.5,0.0,0.0,3.6666667,1.0,5,0,1,1,0,2,2,0,3,0.0,3,3,0,3,1,3,2,2.0,False,2,2,2,1,1,0.6666666666666666,0.0,1.6666666666666667,0.0,0,0,3,0.0,0,0,1,1,0,1,2,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9,11,4.725815626252608,9,42,67,172,13.428824718989123,25,3,1.5275252316519468,3,0.0,0.21428571428571427,0.244136460554371,0.11606441589851986,0.21428571428571427
290,f25944170,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,100000.0,1.0,6.0,0.0,6.0,2.0,3,0,1,1,0,1,1,0,2,0.0,2,2,0,2,1,1,2,2.0,False,2,2,2,1,2,1.0,0.0,1.5,50000.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,6,12,0.0,0,59,68,127,6.363961030678928,9,2,0.0,0,0.08823529411764706,0.1016949152542373,0.18993020937188437,0.009517389377884733,0.01345962113659023
291,29b2e94c1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,140000.0,0.5,0.0,10.0,12.5,1.0,6,0,0,0,0,3,3,0,3,1.0,3,3,1,2,0,3,3,2.0,False,2,2,2,1,2,1.0,0.3333333333333333,2.0,46666.666666666664,1,3,3,0.0,0,0,0,0,1,1,3,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,2,0.5773502691896258,0,1,0.5773502691896258,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,9,15,34,3.2145502536643185,6,16,48,94,16.041612554021285,32,7,2.0,4,0.20833333333333334,0.5625,1.2708333333333335,0.18903691095578057,0.35416666666666663
292,e19b2d06e,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,280000.0,0.5,0.0,15.0,13.0,1.0,4,0,1,1,1,1,2,1,2,1.0,3,3,1,2,0,3,2,2.0,False,2,2,2,1,2,0.6666666666666666,0.3333333333333333,1.3333333333333333,93333.33333333333,1,3,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,15,26,7.767453465154029,15,1,37,68,19.087517736293876,36,7,3.5118845842842465,7,0.0,0.5,0.7972972972972974,0.2514869342740155,0.5
293,d9db795e1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0,0.5,0.0,14.0,14.0,0.75,6,0,1,1,1,1,2,1,2,1.0,3,3,1,2,0,4,2,2.0,False,2,2,2,1,4,0.6666666666666666,0.3333333333333333,2.0,0.0,1,3,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0.5773502691896258,0,1,0.5773502691896258,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,14,28,8.082903768654761,14,7,41,81,17.776388834631177,34,7,4.041451884327381,7,0.0,0.42424242424242425,0.7657058388765706,0.22488191808607297,0.42424242424242425
294,5e2f7c123,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,11.0,9.5,1.0,4,0,1,1,0,1,1,0,2,0.0,2,2,0,2,0,2,2,2.0,False,0,0,0,1,2,1.0,0.0,2.0,0.0,0,0,2,0.0,0,0,0,0,0,1,1,0.7071067811865476,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,8,11,19,2.1213203435596424,3,23,53,76,21.213203435596427,30,4,0.7071067811865476,1,0.20754716981132076,0.34782608695652173,0.5553732567678424,0.09919217357087742,0.14027891714520097
295,ec4cded9c,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0,0.0,0.0,11.0,13.0,0.66666669,5,0,0,0,0,2,2,0,2,0.0,2,2,0,2,0,3,2,2.0,False,2,2,2,1,3,1.0,0.0,2.5,0.0,0,0,2,0.0,0,0,0,0,1,1,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,11,15,26,2.8284271247461903,4,31,60,91,20.506096654409877,29,7,2.1213203435596424,3,0.18333333333333332,0.4838709677419355,0.6672043010752688,0.21251219929208606,0.30053763440860215
296,36970d078,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0.0,0.0,11.0,0.0,12.333333,1.0,5,0,1,1,0,2,2,0,3,1.0,3,3,0,3,0,3,3,2.0,False,2,2,2,1,4,1.0,0.3333333333333333,1.6666666666666667,0.0,1,3,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,11,15,37,2.3094010767585034,4,25,59,141,19.078784028338912,34,7,1.7320508075688772,3,0.1864406779661017,0.6,0.9794231341064525,0.23690271868158602,0.4135593220338983
297,4da8d7688,4,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,150000.0,0.0,5.0,0.0,5.0,0.5,3,0,1,1,0,0,0,0,1,0.0,1,1,0,1,0,2,1,2.0,False,2,2,2,1,1,1.0,0.0,3.0,150000.0,0,0,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,1,1,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,5,5,5,,0,49,49,49,,0,1,,0,0.10204081632653061,0.10204081632653061,0.10204081632653061,,0.0
298,9428c977a,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,7.0,0.0,8.0,2.0,4,0,1,1,2,1,3,2,2,0.0,4,4,2,2,0,2,2,2.0,False,0,0,2,1,1,0.5,0.0,1.0,0.0,0,0,4,0.0,0,0,0,0,0,1,3,0.5,1,0,1,2,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9,16,4.69041575982343,9,1,35,66,16.623276853055575,34,3,1.7320508075688772,3,0.0,0.34615384615384615,0.5461538461538462,0.16857390000623942,0.34615384615384615
299,f1a9eef39,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,160000.0,1.5,0.0,7.0,12.0,2.5,4,0,2,2,0,3,3,0,5,0.0,5,5,3,2,0,2,4,2.0,False,0,0,0,1,2,0.8,0.0,0.8,32000.0,0,0,5,0.0,0,0,0,0,0,1,3,0.5477225575051661,1,0,0,0,0,0,0.0,0,1,0.5477225575051661,0,0,0,0,0,0,0,0,1,3,0.5477225575051661,0,1,0.447213595499958,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,11,39,2.16794833886788,5,13,38,122,11.717508267545622,25,5,1.3038404810405297,3,0.19444444444444445,0.5625,1.8237460638776428,0.1462367155444604,0.3680555555555556
300,4763d124b,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.66666669,4.0,0.0,7.0,1.25,7,0,4,4,0,1,1,0,5,0.0,5,5,1,4,1,4,5,2.0,False,2,2,2,1,2,1.0,0.0,1.4,0.0,0,0,5,0.0,0,0,0,0,0,1,1,0.447213595499958,1,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,3,0.5477225575051662,0,1,0.447213595499958,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,4,10,37,2.3021728866442674,6,15,76,238,21.892921230388602,61,3,0.8944271909999159,2,0.05263157894736842,0.6,1.1503167641325536,0.21539398179384217,0.5473684210526315
301,275a2657a,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.0,0.5,9.0,0.0,12.0,1.5,4,0,2,2,0,1,1,0,3,1.0,3,3,1,2,0,2,3,2.0,False,2,2,2,1,3,1.0,0.3333333333333333,1.3333333333333333,0.0,1,3,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,0,0,0,1,0.5773502691896258,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,9,15,33,3.4641016151377544,6,15,51,106,18.448125469362285,36,7,2.0,4,0.225,0.6,1.1191176470588236,0.1995688114309525,0.375
302,d3f306857,4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.0,0.0,0.0,6.0,9.5,0.66666669,5,0,0,0,0,2,2,0,2,0.0,2,2,0,2,0,3,2,2.0,False,1,1,1,1,2,1.0,0.0,2.5,0.0,0,0,2,0.0,0,0,0,0,1,1,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,6,13,19,4.949747468305833,7,24,62,86,26.870057685088806,38,7,3.5355339059327378,5,0.0967741935483871,0.5416666666666666,0.6384408602150538,0.31458648464078925,0.4448924731182795
